1365177510967252, 1.31039
1365177510997040, 1.31039
1365177511007059, 1.31039
1365177511966686, 1.31227
1365177511998513, 1.31334
1365177512008510, 1.31359
1365177512967569, 1.31049
1365177512997117, 1.31093
1365177513007065, 1.31110
1365177513977342, 1.31141
1365177514007456, 1.31160
1365177514018714, 1.31168
1365177514966815, 1.31101
1365177514997225, 1.31055
1365177515008536, 1.31037
1365177515967049, 1.31700
1365177515999505, 1.31619
1365177516009201, 1.31601
1365177516967066, 1.31697
1365177517000345, 1.31647
1365177517007253, 1.31638
1365177517967004, 1.31830
1365177517997130, 1.31839
1365177518008547, 1.31839
1365177518967041, 1.31664
1365177518997163, 1.31747
1365177519007060, 1.31778
1365177519966819, 1.31436
1365177519997233, 1.31507
1365177520008449, 1.31532
1365177520967110, 1.30917
1365177520997040, 1.30939
1365177521008881, 1.30953
1365177521967110, 1.30724
1365177521996929, 1.30709
1365177522007205, 1.30711
1365177522968490, 1.31538
1365177522988478, 1.31475
1365177523008504, 1.31430
1365177523977842, 1.31726
1365177524007313, 1.31665
1365177524018517, 1.31641
1365177524966885, 1.31490
1365177524996924, 1.31474
1365177525007388, 1.31457
1365177525966997, 1.32102
1365177525996920, 1.32140
1365177526007021, 1.32136
1365177526967149, 1.32269
1365177526996834, 1.32342
1365177527008723, 1.32365
1365177527967050, 1.32015
1365177527997189, 1.32079
1365177528007435, 1.32093
1365177528966464, 1.31902
1365177528996862, 1.31905
1365177529008534, 1.31920
1365177529967071, 1.31873
1365177530000908, 1.31851
1365177530007140, 1.31852
1365177530966882, 1.32270
1365177531000298, 1.32217
1365177531008433, 1.32204
1365177531966725, 1.31974
1365177531996932, 1.31933
1365177532009162, 1.31913
1365177532966691, 1.32162
1365177532996865, 1.32124
1365177533006856, 1.32102
1365177533977073, 1.32065
1365177533996957, 1.32065
1365177534018684, 1.32050
1365177534966958, 1.31444
1365177534997215, 1.31537
1365177535007608, 1.31568
1365177535966956, 1.31626
1365177535997023, 1.31717
1365177536007670, 1.31748
1365177536968175, 1.31616
1365177536997308, 1.31633
1365177537007417, 1.31638
1365177537967169, 1.31530
1365177537996986, 1.31544
1365177538006873, 1.31551
1365177538966872, 1.32708
1365177538997371, 1.32631
1365177539007300, 1.32607
1365177539967180, 1.33537
1365177539999995, 1.33472
1365177540006869, 1.33459
